"County","County Name","Election District - Precinct","Congressional","Legislative","Office Name","Office District","Candidate Name","Party","Winner","Early Votes","Election Night Votes","Mail-In Ballot 1 Votes","Provisional Votes","Mail-In Ballot 2 Votes" 
"16","Montgomery County","004-004","08","18","County Council At Large","16","Will Jawando","DEM","Y","20","114","74","20","85" 
"16","Montgomery County","004-004","08","18","County Council At Large","16","Laurie-Anne Sayles","DEM","Y","19","103","61","18","47" 
"16","Montgomery County","004-004","08","18","County Council","004","Al Carr","DEM","","4","43","19","5","23" 
"16","Montgomery County","004-004","08","18","County Council","004","Amy Ginsburg","DEM","","15","105","56","11","62" 
"16","Montgomery County","004-004","08","18","County Council","004","Troy Murtha","DEM","","1","6","1","0","2" 
"16","Montgomery County","004-004","08","18","County Council","004","Kate Stewart","DEM","Y","11","45","37","7","31" 
"16","Montgomery County","004-004","08","18","County Council","004","John F. Zittrauer","DEM","","3","0","3","1","4" 
"16","Montgomery County","004-004","08","18","Judge Circuit Court","Montgomery County Circuit Court 06","Carlos F. Acosta","DEM","Y","23","122","85","17","87" 
"16","Montgomery County","004-004","08","18","Judge Circuit Court","Montgomery County Circuit Court 06","Theresa M. Chernosky","DEM","Y","22","124","89","19","89" 
"16","Montgomery County","004-004","08","18","Judge Circuit Court","Montgomery County Circuit Court 06","Kathleen Dumais","DEM","Y","27","131","91","18","86" 
"16","Montgomery County","004-004","08","18","Judge Circuit Court","Montgomery County Circuit Court 06","Thomas P. Johnson, III","DEM","","5","46","17","5","10" 
"16","Montgomery County","004-004","08","18","Judge Circuit Court","Montgomery County Circuit Court 06","Rachel Theora McGuckian","DEM","Y","27","115","82","16","91" 
"16","Montgomery County","004-004","08","18","Judge Circuit Court","Montgomery County Circuit Court 06","Marylin Pierre","DEM","","12","86","34","11","27" 
"16","Montgomery County","004-004","08","18","State's Attorney","16","Tom DeGonia","DEM","","4","28","12","3","12" 
"16","Montgomery County","004-004","08","18","State's Attorney","16","John McCarthy","DEM","Y","17","76","73","11","62" 
"16","Montgomery County","004-004","08","18","State's Attorney","16","Bernice Mireku-North","DEM","","8","55","12","6","20" 
"16","Montgomery County","004-004","08","18","State's Attorney","16","Perry Paylor","DEM","","7","24","17","7","17" 
"16","Montgomery County","004-004","08","18","Clerk Circuit Court","16","Alan S. Bowser","DEM","","9","52","16","11","37" 
"16","Montgomery County","004-004","08","18","Clerk Circuit Court","16","Karen Bushell","DEM","Y","23","116","82","11","65" 
"16","Montgomery County","004-004","08","18","Register of Wills","16","Joseph M. Griffin","DEM","Y","29","171","97","24","100" 
"16","Montgomery County","004-004","08","18","Sheriff","16","Robert Bass","DEM","","11","69","42","10","44" 
"16","Montgomery County","004-004","08","18","Sheriff","16","Maxwell Cornelius Uy","DEM","Y","20","99","55","15","66" 
"16","Montgomery County","004-004","08","18","DEM Cent Comm at Large","16","Tazeen Ahmad","DEM","","16","97","50","14","46" 
"16","Montgomery County","004-004","08","18","DEM Cent Comm at Large","16","Sarah Brand","DEM","Y","14","115","52","14","61" 
"16","Montgomery County","004-004","08","18","DEM Cent Comm at Large","16","Ilhan Cagri","DEM","","10","98","35","10","43" 
"16","Montgomery County","004-004","08","18","DEM Cent Comm at Large","16","Barbara Ebel","DEM","Y","13","87","33","12","44" 
"16","Montgomery County","004-004","08","18","DEM Cent Comm at Large","16","Marjorie Goldman","DEM","Y","14","84","51","10","35" 
"16","Montgomery County","004-004","08","18","DEM Cent Comm at Large","16","Raju Mahajan","DEM","","10","80","41","12","24" 
"16","Montgomery County","004-004","08","18","DEM Cent Comm at Large","16","Marko G. Rivera-Oven","DEM","Y","16","100","40","14","48" 
"16","Montgomery County","004-004","08","18","DEM Cent Comm at Large","16","Andrew D. Saundry","DEM","Y","16","73","44","7","51" 
"16","Montgomery County","004-004","08","18","DEM Cent Comm at Large","16","Michael Tardif","DEM","Y","15","70","44","11","48" 
"16","Montgomery County","004-004","08","18","DEM Cent Comm at Large","16","Michelle C. Whittaker","DEM","Y","19","94","45","13","42" 
"16","Montgomery County","004-004","08","18","DEM Cent Comm at Large","16","Peter Witzler","DEM","Y","12","74","50","12","55" 
"16","Montgomery County","004-004","08","18","DEM Cent Comm","18","Shruti Bhatnagar","DEM","Y","20","122","63","17","66" 
"16","Montgomery County","004-004","08","18","DEM Cent Comm","18","Edward Fischman","DEM","Y","9","64","41","9","29" 
"16","Montgomery County","004-004","08","18","DEM Cent Comm","18","Marquette D. Rogers","DEM","","7","48","19","7","19" 
"16","Montgomery County","004-004","08","18","DEM Cent Comm","18","Marcus A. Vessels","DEM","","10","41","12","1","16" 
"16","Montgomery County","004-005","08","17","Governor / Lt. Governor","","Rushern L. Baker, III and Nancy Navarro","DEM","","5","8","4","0","1" 
"16","Montgomery County","004-005","08","17","Governor / Lt. Governor","","Jon Baron and Natalie Williams","DEM","","0","6","5","3","0" 
"16","Montgomery County","004-005","08","17","Governor / Lt. Governor","","Peter Franchot and Monique Anderson-Walker","DEM","","10","22","23","6","7" 
"16","Montgomery County","004-005","08","17","Governor / Lt. Governor","","Douglas F. Gansler and Candace Hollingsworth","DEM","","1","12","10","0","2" 
"16","Montgomery County","004-005","08","17","Governor / Lt. Governor","","Ralph W. Jaffe and Mark Greben","DEM","","0","1","1","0","0" 
"16","Montgomery County","004-005","08","17","Governor / Lt. Governor","","Ashwani Jain and LaTrece Hawkins Lytes","DEM","","0","8","4","0","1" 
"16","Montgomery County","004-005","08","17","Governor / Lt. Governor","","John King and Michelle Daugherty Siri","DEM","","6","6","11","2","11" 
"16","Montgomery County","004-005","08","17","Governor / Lt. Governor","","Wes Moore and Aruna Miller","DEM","Y","12","41","39","6","14" 
"16","Montgomery County","004-005","08","17","Governor / Lt. Governor","","Tom Perez and Shannon Sneed","DEM","","20","81","104","9","39" 
"16","Montgomery County","004-005","08","17","Governor / Lt. Governor","","Jerome M. Segal and Justinian M. Dispenza","DEM","","0","3","0","0","0" 
"16","Montgomery County","004-005","08","17","Comptroller","","Timothy J. Adams","DEM","","9","38","38","3","18" 
"16","Montgomery County","004-005","08","17","Comptroller","","Brooke Elizabeth Lierman","DEM","Y","42","137","152","21","57" 
"16","Montgomery County","004-005","08","17","Attorney General","","Anthony G. Brown","DEM","Y","18","76","64","6","31" 
"16","Montgomery County","004-005","08","17","Attorney General","","Katie Curran O'Malley","DEM","","35","104","132","18","44" 
"16","Montgomery County","004-005","08","17","U.S. Senator","","Michelle L. Smith","DEM","","2","34","13","6","5" 
"16","Montgomery County","004-005","08","17","U.S. Senator","","Chris Van Hollen","DEM","Y","52","154","190","20","70" 
"16","Montgomery County","004-005","08","17","U.S. Congress","08","Andalib Odulate","DEM","","6","18","10","0","4" 
"16","Montgomery County","004-005","08","17","U.S. Congress","08","Jamie Raskin","DEM","Y","48","166","194","26","72" 
"16","Montgomery County","004-005","08","17","State Senator","17","Cheryl C. Kagan","DEM","Y","48","167","168","24","61" 
"16","Montgomery County","004-005","08","17","House of Delegates","17","Kumar P. Barve","DEM","Y","43","135","141","19","57" 
"16","Montgomery County","004-005","08","17","House of Delegates","17","Joe De Maria","DEM","","21","59","51","10","19" 
"16","Montgomery County","004-005","08","17","House of Delegates","17","Julie Palakovich Carr","DEM","Y","45","134","159","19","60" 
"16","Montgomery County","004-005","08","17","House of Delegates","17","Joe Vogel","DEM","Y","35","115","131","16","38" 
"16","Montgomery County","004-005","08","17","County Executive","16","David T. Blair","DEM","","22","70","88","13","25" 
"16","Montgomery County","004-005","08","17","County Executive","16","Marc Elrich","DEM","Y","23","68","62","8","30" 
"16","Montgomery County","004-005","08","17","County Executive","16","Peter James","DEM","","1","6","5","1","0" 
"16","Montgomery County","004-005","08","17","County Executive","16","Hans Riemer","DEM","","7","46","45","5","19" 
"16","Montgomery County","004-005","08","17","County Council At Large","16","Gabe Albornoz","DEM","Y","25","98","130","18","49" 
"16","Montgomery County","004-005","08","17","County Council At Large","16","Brandy H. M. Brooks","DEM","","17","60","42","9","18" 
"16","Montgomery County","004-005","08","17","County Council At Large","16","Dana E. Gassaway","DEM","","11","40","26","5","6" 
"16","Montgomery County","004-005","08","17","County Council At Large","16","Evan Glass","DEM","Y","31","101","120","10","57" 
"16","Montgomery County","004-005","08","17","County Council At Large","16","Scott Evan Goldberg","DEM","","22","77","94","8","33" 
"16","Montgomery County","004-005","08","17","County Council At Large","16","Tom Hucker","DEM","","18","61","81","10","29" 
"16","Montgomery County","004-005","08","17","County Council At Large","16","Will Jawando","DEM","Y","31","92","113","13","45" 
"16","Montgomery County","004-005","08","17","County Council At Large","16","Laurie-Anne Sayles","DEM","Y","31","83","82","11","24" 
"16","Montgomery County","004-005","08","17","County Council","003","Tiquia J. Bennett","DEM","","5","18","11","2","8" 
"16","Montgomery County","004-005","08","17","County Council","003","Sidney A. Katz","DEM","Y","36","103","106","14","40" 
"16","Montgomery County","004-005","08","17","County Council","003","Robert Wu","DEM","","11","53","72","6","19" 
"16","Montgomery County","004-005","08","17","Judge Circuit Court","Montgomery County Circuit Court 06","Carlos F. Acosta","DEM","Y","34","123","144","16","48" 
"16","Montgomery County","004-005","08","17","Judge Circuit Court","Montgomery County Circuit Court 06","Theresa M. Chernosky","DEM","Y","40","114","142","15","51" 
"16","Montgomery County","004-005","08","17","Judge Circuit Court","Montgomery County Circuit Court 06","Kathleen Dumais","DEM","Y","36","129","140","13","51" 
"16","Montgomery County","004-005","08","17","Judge Circuit Court","Montgomery County Circuit Court 06","Thomas P. Johnson, III","DEM","","12","43","30","8","9" 
"16","Montgomery County","004-005","08","17","Judge Circuit Court","Montgomery County Circuit Court 06","Rachel Theora McGuckian","DEM","Y","37","105","135","15","49" 
"16","Montgomery County","004-005","08","17","Judge Circuit Court","Montgomery County Circuit Court 06","Marylin Pierre","DEM","","19","64","59","11","25" 
"16","Montgomery County","004-005","08","17","State's Attorney","16","Tom DeGonia","DEM","","5","27","20","3","7" 
"16","Montgomery County","004-005","08","17","State's Attorney","16","John McCarthy","DEM","Y","30","83","108","11","37" 
"16","Montgomery County","004-005","08","17","State's Attorney","16","Bernice Mireku-North","DEM","","10","30","29","7","18" 
"16","Montgomery County","004-005","08","17","State's Attorney","16","Perry Paylor","DEM","","5","18","22","2","5" 
"16","Montgomery County","004-005","08","17","Clerk Circuit Court","16","Alan S. Bowser","DEM","","14","50","44","6","17" 
"16","Montgomery County","004-005","08","17","Clerk Circuit Court","16","Karen Bushell","DEM","Y","35","98","126","15","47" 
"16","Montgomery County","004-005","08","17","Register of Wills","16","Joseph M. Griffin","DEM","Y","47","151","154","21","59" 
"16","Montgomery County","004-005","08","17","Sheriff","16","Robert Bass","DEM","","23","62","63","6","19" 
"16","Montgomery County","004-005","08","17","Sheriff","16","Maxwell Cornelius Uy","DEM","Y","27","84","110","16","47" 
"16","Montgomery County","004-005","08","17","DEM Cent Comm at Large","16","Tazeen Ahmad","DEM","","23","89","79","12","28" 
"16","Montgomery County","004-005","08","17","DEM Cent Comm at Large","16","Sarah Brand","DEM","Y","31","86","93","8","37" 
"16","Montgomery County","004-005","08","17","DEM Cent Comm at Large","16","Ilhan Cagri","DEM","","24","74","65","9","25" 
"16","Montgomery County","004-005","08","17","DEM Cent Comm at Large","16","Barbara Ebel","DEM","Y","23","77","62","7","19" 
"16","Montgomery County","004-005","08","17","DEM Cent Comm at Large","16","Marjorie Goldman","DEM","Y","29","80","79","8","23" 
"16","Montgomery County","004-005","08","17","DEM Cent Comm at Large","16","Raju Mahajan","DEM","","17","73","54","6","18" 
"16","Montgomery County","004-005","08","17","DEM Cent Comm at Large","16","Marko G. Rivera-Oven","DEM","Y","33","97","93","10","38" 
"16","Montgomery County","004-005","08","17","DEM Cent Comm at Large","16","Andrew D. Saundry","DEM","Y","26","81","99","8","35" 
"16","Montgomery County","004-005","08","17","DEM Cent Comm at Large","16","Michael Tardif","DEM","Y","27","75","86","8","36" 
"16","Montgomery County","004-005","08","17","DEM Cent Comm at Large","16","Michelle C. Whittaker","DEM","Y","31","86","93","11","33" 
"16","Montgomery County","004-005","08","17","DEM Cent Comm at Large","16","Peter Witzler","DEM","Y","21","66","80","8","35" 
"16","Montgomery County","004-005","08","17","DEM Cent Comm","17","Matt Amon","DEM","","3","24","25","1","15" 
"16","Montgomery County","004-005","08","17","DEM Cent Comm","17","Gloria Aparicio","DEM","","29","77","71","8","18" 
"16","Montgomery County","004-005","08","17","DEM Cent Comm","17","Jennifer Guzman Hosey","DEM","Y","27","77","91","10","31" 
"16","Montgomery County","004-005","08","17","DEM Cent Comm","17","James Metzler","DEM","","10","42","38","3","10" 
"16","Montgomery County","004-005","08","17","DEM Cent Comm","17","Jayson L. Spiegel","DEM","Y","11","23","33","3","9" 
"16","Montgomery County","004-006","08","17","Governor / Lt. Governor","","Rushern L. Baker, III and Nancy Navarro","DEM","","2","15","6","0","0" 
"16","Montgomery County","004-006","08","17","Governor / Lt. Governor","","Jon Baron and Natalie Williams","DEM","","3","5","1","0","2" 
"16","Montgomery County","004-006","08","17","Governor / Lt. Governor","","Peter Franchot and Monique Anderson-Walker","DEM","","6","27","20","3","8" 
